category;title;tags;description;image;duration_txt;duration_sec;first_broadcast;synopsis_small;synopsis_medium;synopsis_large
Comedy;Cheaters - Series 1: Episode 10;BBC, iPlayer, TV, Cheaters, Series 1: Episode 10;Josh gets stressed as he prepares a family meal for his grandad’s 80th birthday.;https://ichef.bbci.co.uk/images/ic/1200x675/p0blgqgb.jpg;8 mins;482;8 Feb 2022;Josh gets stressed as he prepares a family meal for his grandad’s 80th birthday.;Josh gets stressed as he prepares a family meal for his grandad’s 80th birthday, and to complicate matters, he has to ask Zack and Fola for help.;Josh gets stressed as he prepares a family meal for his grandad’s 80th birthday, and to complicate matters, he has to ask Zack and Fola for help. Sensing an opportunity, Zack conspires to get Fola and Josh to spend some time alone together.
Comedy;The Royle Family - Series 2: Episode 5;BBC, iPlayer, TV, The Royle Family, Series 2: Episode 5;"Denise and Dave visit as Barbara is unaccountably upset; Jim suspects the menopause.";https://ichef.bbci.co.uk/images/ic/1200x675/p08tfy2y.jpg;29 mins;1738;10:05pm 21 Oct 1999;Denise and Dave visit as Barbara is unaccountably upset Jim suspects the menopause.;Sticom series set in a Manchester council house. Denise and Dave visit as Barbara is unaccountably upset Jim suspects the menopause.;No data found
Comedy;QI - Series S: 7. Spooky;BBC, iPlayer, TV, QI, Series S: 7. Spooky;Sandi Toksvig hosts a specially spooky episode of QI.;https://ichef.bbci.co.uk/images/ic/1200x675/p09yj37s.jpg;29 mins;1766;21 Oct 2021;Sandi Toksvig hosts a specially spooky episode of QI.;Sandi Toksvig hosts a specially spooky episode of QI with David Mitchell, Richard Osman, Zoe Lyons and Alan Davies.;No data found
Comedy;Laugh Lessons - Series 1: 2. Becoming a Karen;BBC, iPlayer, TV, Laugh Lessons, Series 1: 2. Becoming a Karen;A distinctly average girl having an identity crisis dreams of becoming a ‘Karen’.;https://ichef.bbci.co.uk/images/ic/1200x675/p09kyky4.jpg;5 mins;272;17 Jun 2021;A distinctly average girl having an identity crisis dreams of becoming a ‘Karen’.;A distinctly average girl having an identity crisis dreams of becoming a ‘Karen’, with coaching help from her mum, Karen.;No data found
Comedy;The Thin Blue Line - Series 1: 3. Honey Trap;BBC, iPlayer, TV, The Thin Blue Line, Series 1: 3. Honey Trap;Grim tries to steal PC Habib, Fowlers star player for the pub quiz.;https://ichef.bbci.co.uk/images/ic/1200x675/p09sktxl.jpg;29 mins;1741;8:30pm 27 Nov 1995;Grim tries to steal PC Habib, Fowler's star player for the pub quiz.;While Fowler is preparing his team for the pub quiz, Grim is trying to steal his star player, PC Habib. Can PC Goody take her place? And what will he look like in a miniskirt?;No data found
Comedy;Would I Lie to You? - Series 15: Episode 2;BBC, iPlayer, TV, Would I Lie to You?, Series 15: Episode 2;With guests Angellica Bell, Bob Mortimer, Suggs and Holly Willoughby.;https://ichef.bbci.co.uk/images/ic/1200x675/p0bfzj5q.jpg;29 mins;1738;8pm 14 Jan 2022;With guests Angellica Bell, Bob Mortimer, Suggs and Holly Willoughby.;Sorting the fact from the fiction this week are guests Angellica Bell, Bob Mortimer, Suggs and Holly Willoughby.;Rob Brydon is back in the host’s chair for the award-winning comedy panel show, with Lee Mack and David Mitchell as the lightning-quick team captains. Each week, celebrity guests reveal extraordinary stories about themselves, but are they telling the truth or making it all up? Sorting the fact from the fiction this week are guests Angellica Bell, Bob Mortimer, Suggs and Holly Willoughby.
Comedy;Absolutely Fabulous - Series 1: 6. Magazine;BBC, iPlayer, TV, Absolutely Fabulous, Series 1: 6. Magazine;Patsy needs a little help from Saffy to make her TV makeover slot a success.;https://ichef.bbci.co.uk/images/ic/1200x675/p02tfvj6.jpg;30 mins;1801;9pm 17 Dec 1992;Patsy needs a little help from Saffy to make her TV makeover slot a success.;Patsy decides to do a TV makeover show, but disaster strikes when she falls out with the models. Will Saffy agree to take part and save the day?;No data found
Comedy;This Time with Alan Partridge - Series 2: Episode 4;BBC, iPlayer, TV, This Time with Alan Partridge, Series 2: Episode 4;Alan delivers a hard-hitting expose of the chemsex phenomenon.;https://ichef.bbci.co.uk/images/ic/1200x675/p09hc6pf.jpg;28 mins;1705;9:30pm 21 May 2021;Alan delivers a hard-hitting expose of the chemsex phenomenon.;Alan delivers a hard-hitting expose of the chemsex phenomenon, and drama therapist Izzy Barnes leads a live workshop in the studio.;Alan delivers a hard-hitting expose of the Chemsex phenomenon, and drama therapist Izzy Barnes leads a live workshop in the studio.
Comedy;2 Point 4 Children - Series 8: 3. Sticky Fingers;BBC, iPlayer, TV, 2 Point 4 Children, Series 8: 3. Sticky Fingers;Ben is annoyed when Jenny brings her new boyfriend to stay.;https://ichef.bbci.co.uk/images/ic/1200x675/p0bnmjw0.jpg;28 mins;1700;8:30pm 30 Nov 1999;Ben is annoyed when Jenny brings her new boyfriend to stay.;Ben is annoyed when Jenny brings her new boyfriend to stay. Bill and Declan have sticky problems.;No data found
Comedy;Mandy - Series 1: 6. Broadsword to Donna Ball;BBC, iPlayer, TV, Mandy, Series 1: 6. Broadsword to Donna Ball;She’s travelled each and every highway. And more, much more than this, she did it Mandy.;https://ichef.bbci.co.uk/images/ic/1200x675/p08mxk18.jpg;15 mins;900;13 Aug 2020;She’s travelled each and every highway. And more, much more than this, she did it Mandy.;She’s lived a life that's full, she’s travelled each and every highway. And more, much more than this, she did it Mandy.;She’s lived a life that's full, she’s travelled each and every highway. And more, much more than this, she did it Mandy. Guest stars Iain Lee and Natalie Cassidy.
Comedy;Double Dynamite;BBC, iPlayer, TV, Double Dynamite;A poor bank teller finds himself branded a thief when he saves the life of a bookie.;https://ichef.bbci.co.uk/images/ic/1200x675/p09lnl5j.jpg;77 mins;4632;1951;A poor bank teller finds himself branded a thief when he saves the life of a bookie.;Comedy in which a poor bank teller (Frank Sinatra) finds himself branded a thief when his sudden mysterious affluence arouses the suspicion of his friends.;Bank teller Johnny Dalton, too poor to marry his sweetheart, saves a big-time bookie from a beating and receives a munificent reward... which just happens to match a mysterious shortage at the bank!
Comedy;Shrill - Series 2: 1. Camp;BBC, iPlayer, TV, Shrill, Series 2: 1. Camp;Having confronted her troll, Annie skips town and escapes with Ryan to a campsite.;https://ichef.bbci.co.uk/images/ic/1200x675/p0815xjt.jpg;24 mins;1441;25 Jan 2020;Having confronted her troll, Annie skips town and escapes with Ryan to a campsite.;Having confronted her troll and vandalised his car Annie realises she might need to skip town and escapes with Ryan to a campsite.;Having confronted her troll and vandalised his car Annie realises she might need to skip town and escapes with Ryan to a campsite. Her mum is still in Vancouver after following Annie’s advice to relax and look after herself, and her dad is freaking out without them. After Annie’s dramatic exit from the Thorn, Gabe isn’t coping without Annie and promotes Amadi to creative director.
Comedy;The Fresh Prince of Bel-Air - Series 1: 2. Bang The Drum, Ashley;BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 1: 2. Bang The Drum, Ashley;Ashleys father wants her to continue violin lessons.;https://ichef.bbci.co.uk/images/ic/1200x675/p08z9xgn.jpg;23 mins;1369;1 Jan 2021;Ashley's father wants her to continue violin lessons.;Ashley's father wants her to continue with her violin lessons, but Will has other ideas.;No data found
Comedy;Gavin & Stacey - Series 3: Episode 3;BBC, iPlayer, TV, Gavin & Stacey, Series 3: Episode 3;Pam and Mick are having second thoughts about the conservatory.;https://ichef.bbci.co.uk/images/ic/1200x675/p089sf67.jpg;29 mins;1725;9pm 10 Dec 2009;Pam and Mick are having second thoughts about the conservatory.;Pam and Mick are having second thoughts about the conservatory, whilst Bryn is in his element as he awaits the arrival of his houseguests - all the Essex boys.;Pam and Mick are having second thoughts about the conservatory, whilst Bryn is in his element as he awaits the arrival of his houseguests - all the Essex boys are down for a big night out in Cardiff, and having a sleepover at his! Smithy gets in a state about seeing Nessa after their most recent embarrassing meeting and Stacey makes a worrying discovery. But is telling Gavin the right thing to do?
Comedy;Still Open All Hours - Series 3: Episode 3;BBC, iPlayer, TV, Still Open All Hours, Series 3: Episode 3;Granville tries to sell some out-of-date mints, with results that get tongues wagging.;https://ichef.bbci.co.uk/images/ic/1200x675/p04nkkdk.jpg;29 mins;1733;8:30pm 8 Jan 2017;Granville tries to sell some out-of-date mints, with results that get tongues wagging.;Sitcom. Granville tries to sell some out-of-date mints, with results that get tongues wagging. Meanwhile, Mrs Featherstone is still trying to tempt Granville to marry her.;Granville tries to sell some out-of-date mints, with results that get tongues wagging. Meanwhile, Mrs Featherstone is still trying to tempt Granville to become her fourth husband, and Eric, Cyril and Mr Newbold try to prove to their womenfolk that they are men of adventure.
Comedy;Comic Roots - Series 2: 4. Kenneth Williams;BBC, iPlayer, TV, Comic Roots, Series 2: 4. Kenneth Williams;Kenneth Williams explores his roots in and around St Pancras where he grew up.;https://ichef.bbci.co.uk/images/ic/1200x675/p092qtjv.jpg;30 mins;1785;8:30pm 2 Sep 1983;Kenneth Williams explores his roots in and around St Pancras where he grew up.;Kenneth Williams explores his roots in and around St Pancras where he grew up.;Kenneth Williams explores his roots in and around London's St Pancras, where he grew up.Architecture, poetry, art and music were the formative influences on Kenneth Williams: the slum architecture of St Pancras where he grew up, the liquid poetry of his Gran's fruity anecdotes,  the art of the Marcel wave practised by his hairdresser father and the musical knees-up at The Boot pub.
Comedy;Out of Her Mind - Series 1: Episode 6;BBC, iPlayer, TV, Out of Her Mind, Series 1: Episode 6;Sara dials up the drama on Lucy and Stefan’s wedding day to distract from her own fears.;https://ichef.bbci.co.uk/images/ic/1200x675/p08v3zzv.jpg;28 mins;1653;20 Oct 2020;Sara dials up the drama on Lucy and Stefan’s wedding day to distract from her own fears.;Sara dials up the drama on Lucy and Stefan’s wedding day to distract from her own fears, and Luna reveals the surprising truth about her relationship with Lewis.;Sara gives her best man’s speech at Lucy and Stefan’s wedding and reminds everyone that marriage is not a form of confinement but an unselfish offering of yourself. Sara is desperate for more drama for her show but keeps being thwarted. She confronts Luna, who reveals the surprising truth about her relationship with Lewis.
Comedy;The Fresh Prince of Bel-Air - Series 5: 7. Father Knows Best;BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 5: 7. Father Knows Best;Ashley secretly abandons her private school for the real world of public education.;https://ichef.bbci.co.uk/images/ic/1200x675/p090r40t.jpg;22 mins;1298;5 Jan 2021;Ashley secretly abandons her private school for the 'real world' of public education.;Ashley secretly abandons her private-school education for the 'real world' of public education.;Ashley feels confined by her private academy, and she transfers to a city school - without telling her parents. But when a teacher calls a meeting, Will poses as Ashley's father and almost succeeds with the ruse. Hilary worries that African-Americans are losing interest in her talk show.
Comedy;Keeping Up Appearances - 1994 Christmas Special;BBC, iPlayer, TV, Keeping Up Appearances, 1994 Christmas Special;Richard has an unsavoury foot infection, while Hyacinth decides she wants a new kitchen.;https://ichef.bbci.co.uk/images/ic/1200x675/p0b3fbwf.jpg;48 mins;2896;25 Dec 1994;Richard has an unsavoury foot infection, while Hyacinth decides she wants a new kitchen.;Sitcom. Richard has an unsavoury foot infection. Meanwhile, a desire for a new kitchen gives Hyacinth an opportunity to perform some interesting experiments in the showroom.;Richard has an unsavoury foot infection which Hyacinth decides is not exclusive enough, while a desire for a new kitchen gives Hyacinth an opportunity to do some interesting experiments in the showroom.
Comedy;Man Like Mobeen - Series 2: 1. Prom Night;BBC, iPlayer, TV, Man Like Mobeen, Series 2: 1. Prom Night;Its Akss prom night, but will Mobeen let her go?;https://ichef.bbci.co.uk/images/ic/1200x675/p07sdbp5.jpg;24 mins;1428;7 Feb 2019;It's Aks's prom night, but will Mobeen let her go?;Comedy. It's Aks's prom night and things get complicated when Ridwan makes some unwise decisions. Meanwhile, Eight risks getting in too deep with a local wide boy.;It's Aks's prom night, but will Mobeen let her go? With rumours about the debauchery at previous proms and the threat of a stabbing, Mobeen must safeguard her at any cost. Things get complicated when a classmate of Aks's, Ridwan, makes some very unwise decisions that leave Mobeen very concerned. Eight, meanwhile, is in danger of getting in too deep with a local wide boy and he is potentially going to drag everyone down with him. Can Mobeen manage to keep everyone out of trouble?
Comedy;Better Things - Series 4: 9. Batceanera;BBC, iPlayer, TV, Better Things, Series 4: 9. Batceanera;Family and friends gather at the Fox household to celebrate Frankies 15th birthday.;https://ichef.bbci.co.uk/images/ic/1200x675/p08n0zvj.jpg;31 mins;1843;6 Sep 2020;Family and friends gather at the Fox household to celebrate Frankie's 15th birthday.;Wider family and friends start gathering at the Fox household to celebrate Frankie's 15th birthday with a batceanera, a mixed cultural event shared with her friend Rosita.;No data found
Comedy;The Catherine Tate Show - Series 1: Episode 2;BBC, iPlayer, TV, The Catherine Tate Show, Series 1: Episode 2;More comic characters, including Britains oldest majorette and the Death Row Wife.;https://ichef.bbci.co.uk/images/ic/1200x675/p02jppml.jpg;29 mins;1720;10pm 23 Feb 2004;More comic characters, including Britain's oldest majorette and the Death Row Wife.;More comic characters, including Britain's oldest majorette and the Death Row Wife.;No data found
Comedy;Miranda - Series 3: 3. The Dinner Party;BBC, iPlayer, TV, Miranda, Series 3: 3. The Dinner Party;Miranda decides to prove to herself and her friends that she can officially be an adult.;https://ichef.bbci.co.uk/images/ic/1200x675/p01j1htn.jpg;28 mins;1707;9pm 7 Jan 2013;Miranda decides to prove to herself and her friends that she can officially be an adult.;Sitcom. Miranda decides to prove to herself and her friends that she can officially be an adult by looking after a toddler and hosting a dinner party for eight.;Miranda has decided to prove to herself and her friends that she can officially be an adult. She starts by looking after a toddler, but the soft play centre is too much of a lure and she gets stuck in a kids' tunnel. She then hosts a dinner party for eight, which ends in inevitable chaos.
Comedy;Shrill - Series 3: 7. Beach;BBC, iPlayer, TV, Shrill, Series 3: 7. Beach;Annie, Will, Fran, and Emily visit the Oregon coast.;https://ichef.bbci.co.uk/images/ic/1200x675/p09htvl7.jpg;25 mins;1508;22 May 2021;Annie, Will, Fran, and Emily visit the Oregon coast.;Annie takes Will on a weekend at the Oregon coast with Fran and Emily, and Annie and Fran reminisce about the early days of their friendship.;No data found
Comedy;Rhod Gilbert's Work Experience - Series 5: 4. RAF Fighter Pilot;BBC, iPlayer, TV, Rhod Gilberts Work Experience, Series 5: 4. RAF Fighter Pilot;Stand-up comedian Rhod Gilbert trains to become a pilot with the RAF.;https://ichef.bbci.co.uk/images/ic/1200x675/p026bvvv.jpg;29 mins;1755;10:40pm 8 Oct 2014;Stand-up comedian Rhod Gilbert trains to become a pilot with the RAF.;Rhod Gilbert tries his hand at some proper jobs. In this edition he trains to become a pilot with the RAF, with an eye to co-piloting on an exercise.;Stand-up comic Rhod Gilbert is doing another proper job and this time he is going supersonic as he trains to become a jet pilot with the RAF. The closest Rhod has got to a fighter jet before is watching Top Gun and his final challenge of co-piloting on an exercise is his toughest and most frightening ever work experience.
Comedy;Detectorists - Series 2: Episode 3;BBC, iPlayer, TV, Detectorists, Series 2: Episode 3;Russell and Hugh embark on their mission to recover the mayors chain of office.;https://ichef.bbci.co.uk/images/ic/1200x675/p037rnww.jpg;29 mins;1728;10pm 12 Nov 2015;Russell and Hugh embark on their mission to recover the mayor's chain of office.;Comedy series about two metal-detecting friends. Russell and Hugh embark on their mission to recover the mayor's chain of office from the car park in Barnfather Woods.;Russell and Hugh embark on their mission to recover the mayor's chain of office from the car park in Barnfather Woods, while Sophie proves she's still very bad at spying. Both Becky and Lance have something important to tell Andy.
Comedy;The Fresh Prince of Bel-Air - Series 6: 23. I, Done - Part 1;BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 6: 23. I, Done - Part 1;The Banks decide to put the mansion up for sale.;https://ichef.bbci.co.uk/images/ic/1200x675/p0914f0c.jpg;21 mins;1287;6 Jan 2021;The Banks decide to put the mansion up for sale.;The Banks decide to put the mansion up for sale. Family members are on the go, and everyone's gearing up for a change. Except for Will, who's stuck in a rut.;The Banks decide to put the mansion up for sale. Family members are on the go, and everyone's gearing up for a change. Except for Will, who's stuck in a rut.
Comedy;Playground Insults - Dwayne Johnson and Kevin Hart;BBC, iPlayer, TV, Playground Insults, Dwayne Johnson and Kevin Hart;Dwayne Johnson and Kevin Hart insult each other until they cant take any more.;https://ichef.bbci.co.uk/images/ic/1200x675/p05rgjzk.jpg;5 mins;276;19 Dec 2017;Dwayne Johnson and Kevin Hart insult each other until they can't take any more.;The stars of Jumanji, Dwayne 'The Rock' Johnson and Kevin Hart insult each other until they can't take any more.;No data found
Comedy;People Just Do Nothing - Series 5: 5. Getting Old;BBC, iPlayer, TV, People Just Do Nothing, Series 5: 5. Getting Old;Miche has planned a big birthday meal for Grindah. Kurupt decide to go to a student party.;https://ichef.bbci.co.uk/images/ic/1200x675/p06tn4ln.jpg;28 mins;1709;10pm 10 Dec 2018;Miche has planned a big birthday meal for Grindah. Kurupt decide to go to a student party.;Comedy. It's Grindah's birthday and Miche has planned a meal with the whole gang. Keen to prove they're not getting old, the Kurupt boys plan an appearance at a student party.;It's Grindah's birthday and Miche has planned a meal with the whole gang. Keen to prove they're not getting old and out of touch, the Kurupt boys plan an impromptu screening of their music video at a student party. Steves helps Chabuddy drown his sorrows and discovers his community service has some perks.
Comedy;Backwashed - Series 1: 6. Craig;BBC, iPlayer, TV, Backwashed, Series 1: 6. Craig;It’s quiz night, and Craig has all the answers. But whose team is he really on?;https://ichef.bbci.co.uk/images/ic/1200x675/p0b64cbm.jpg;5 mins;309;7 Dec 2021;It’s quiz night, and Craig has all the answers. But whose team is he really on?;Quiz night at the postgrad bar and it’s Craig’s time to shine. Which is pretty easy to do when he’s up against a bar full of these backwashed brains.;Craig finds it’s his time to shine and sparkle when quiz night comes around again. Nothing brings a group of postgrads together better than a chance to show just how well educated they all are, since they’re still living the student dream well into their 20s. But how quickly will Zee’s questions leave our elite academics getting shown up for being the campus-lingering no-hopers they really are? And why exactly is Craig just so very good at this quiz?
Comedy;Comic Relief - 2022: The Best Bits;BBC, iPlayer, TV, Comic Relief, 2022: The Best Bits;Highlights of Red Nose Day 2022.;https://ichef.bbci.co.uk/images/ic/1200x675/p0bw6wmm.jpg;59 mins;3540;12pm 20 Mar 2022;Highlights of Red Nose Day 2022.;Highlights of Red Nose Day 2022.;No data found
Comedy;This Country - Series 1: 5. Peeping Tom;BBC, iPlayer, TV, This Country, Series 1: 5. Peeping Tom;Kerrys father, Martin, is accused of being a peeping Tom.;https://ichef.bbci.co.uk/images/ic/1200x675/p04t5v1l.jpg;26 mins;1557;8 Mar 2017;Kerry's father, Martin, is accused of being a peeping Tom.;Mockumentary exploring the lives of young people in modern rural Britain. Kerry's father, Martin, is accused of being a peeping Tom.;Kerry's father, Martin, is accused of being a peeping Tom. Meanwhile, Kurtan romantically pursues a girl who has just moved into the village, but he finds he has a rival for her affections in his friend Slugs.
Comedy;Twenties - Series 1: 3. Happy Place;BBC, iPlayer, TV, Twenties, Series 1: 3. Happy Place;Hattie just needs to find a quiet place to write.;https://ichef.bbci.co.uk/images/ic/1200x675/p08vptk8.jpg;22 mins;1302;25 Oct 2020;Hattie just needs to find a quiet place to write.;Marie's boss Zach gets a promotion and Marie finds herself up against Ben, the company's only other black exec, to replace him. Hattie just needs to find a quiet place to write.;No data found
Comedy;The Office - Series 2: 6. Interview;BBC, iPlayer, TV, The Office, Series 2: 6. Interview;David Brent says his goodbyes after being retrenched from Wernham-Hogg.;https://ichef.bbci.co.uk/images/ic/1200x675/p0b4jbc3.jpg;29 mins;1741;10pm 4 Nov 2002;David Brent says his goodbyes after being retrenched from Wernham-Hogg.;David Brent says his goodbyes after being retrenched from Wernham-Hogg. Tim finally plucks up the courage to talk to Dawn before she leaves for America.;David Brent says his goodbyes after being retrenched from Wernham-Hogg. Tim finally plucks up the courage to talk to Dawn before she leaves for America.
Comedy;Citizen Khan - Series 3: 5. Stags and Hens;BBC, iPlayer, TV, Citizen Khan, Series 3: 5. Stags and Hens;Mr Khan reluctantly agrees to organise Amjads stag, while Shazia goes on her hen do.;https://ichef.bbci.co.uk/images/ic/1200x675/p02cjgyp.jpg;27 mins;1635;8:30pm 5 Dec 2014;Mr Khan reluctantly agrees to organise Amjad's stag, while Shazia goes on her hen do.;Family sitcom. Shazia looks forward to her hen do but ends up with a few extra guests in tow, while Mr Khan reluctantly agrees to organise Amjad's stag.;It is the day of Shazia's hen do, and she is looking forward to having some fun with her friends. Unfortunately, though, she ends up with a few extra guests in tow. Mr Khan reluctantly agrees to organise Amjad's stag do, which inadvertently involves an Imam returning from missionary work. While Shazia finds herself bombarded by everyone's stories of the horrors of married life, back at the house, Amjad is put in a compromising position. And when the two parties collide, the wedding is left hanging in the balance.
Comedy;Better Things - Series 1: 2. Period;BBC, iPlayer, TV, Better Things, Series 1: 2. Period;Sam has to handle her daughters bad behaviour and her mums heightened eccentricity.;https://ichef.bbci.co.uk/images/ic/1200x675/p06x0hvs.jpg;22 mins;1345;10 Jan 2019;Sam has to handle her daughter's bad behaviour and her mum's heightened eccentricity.;Comedy drama series. Sam hopes that she can no longer get pregnant, then has to handle her daughter's escalating bad behaviour and her mum's heightened eccentricity.;Sam hopes that she can no longer get pregnant, then has to handle her daughter's escalating bad behaviour and her mum's heightened eccentricity.
Comedy;The Fresh Prince of Bel-Air - Series 3: 20. The Baby Comes Out;BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 3: 20. The Baby Comes Out;Aunt Vivian finally goes into labour...;https://ichef.bbci.co.uk/images/ic/1200x675/p0909q7r.jpg;22 mins;1316;3 Jan 2021;Aunt Vivian finally goes into labour...;Aunt Vivian finally goes into labour...;When Vivian finally goes into labour, no one is home to drive her to the hospital.
Comedy;Him & Her - Series 3: 3. The Happy Couple;BBC, iPlayer, TV, Him & Her, Series 3: 3. The Happy Couple;Steve and Becky have run out of beer and Steves mums had an argument with her boyfriend.;https://ichef.bbci.co.uk/images/ic/1200x675/p01j02fq.jpg;29 mins;1743;10pm 25 Nov 2012;Steve and Becky have run out of beer and Steve's mum's had an argument with her boyfriend.;Steve and Becky have run out of beer and Steve's mum's had an argument with her boyfriend.;No data found
Comedy;Not Going Out - Series 3: 3. Amy;BBC, iPlayer, TV, Not Going Out, Series 3: 3. Amy;Lee and Tim are excited by the appearance of a lesbian couple in their building.;https://ichef.bbci.co.uk/images/ic/1200x675/p0909mh0.jpg;27 mins;1636;9:30pm 13 Feb 2009;Lee and Tim are excited by the appearance of a lesbian couple in their building.;Sitcom. Over-excited by the appearance of a lesbian couple in their building, Lee and Tim ask them over for dinner, little realising how badly this will backfire.;Over-excited by the appearance of a lesbian couple in their building, Lee and Tim ask them over for dinner, little realising that their adolescent attempt to get their jollies will backfire when Lucy discovers a side to herself that she never knew existed.
Comedy;The Fresh Prince of Bel-Air - Series 6: 24. I, Done - Part 2;BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 6: 24. I, Done - Part 2;The Banks family prepares to move away from California.;https://ichef.bbci.co.uk/images/ic/1200x675/p0914f3r.jpg;22 mins;1331;6 Jan 2021;The Banks family prepares to move away from California.;The Banks family prepares to move away from California, and Will confronts his lack of achievements since he moved in with them.;The Banks family prepares to move away from California, and Will confronts his lack of achievements since he moved in with them.
Comedy;The Tuckers - Series 1: 6. Party;BBC, iPlayer, TV, The Tuckers, Series 1: 6. Party;Roberto finally moves in, and Nats throws a party to celebrate.;https://ichef.bbci.co.uk/images/ic/1200x675/p07yjd6v.jpg;28 mins;1651;10 Jan 2020;Roberto finally moves in, and Nats throws a party to celebrate.;Roberto finally moves in, and Nats throws a party to celebrate. The Tuckers do the catering, and Bobby has a huge decision to make.;Comedy about a family of chancers, low on cash but high on spirit - determined to survive through any means necessary. They run a catering business, not always successfully, and a few things on the side, not always legit. Peggy rules the roost, with Glyn, her son, next in command. His children, Billy and Bobby, are never far from trouble, and Bobby’s ex-wife Natalie lives next door with Shaks, a young girl with an appetite for mayhem. The family bicker endlessly amongst themselves, but if you cross one Tucker, you cross them all, and you’ll think twice about crossing them again (especially Grampa Murphy, who spends most of his time in an outside toilet, armed with a gun).Roberto finally moves in, and Nats throws a party to celebrate. The Tuckers do the catering, and Bobby has a huge decision to make.
Comedy;Pls Like - Series 3: 5. Home & Lifestyle;BBC, iPlayer, TV, Pls Like, Series 3: 5. Home & Lifestyle;Liam visits several influencers for advice on how to make his homemade vlog go viral. ;https://ichef.bbci.co.uk/images/ic/1200x675/p094t48n.jpg;16 mins;943;24 Jan 2021;Liam visits several influencers for advice on how to make his homemade vlog go viral.;Liam visits several influencers who have carved out niche audiences, looking for advice on how to make his homemade vlog go viral.;Liam must go viral with a vlog he makes from home, but without much of an audience and unable to identify his appeal, he visits several influencers who have carved out niche audiences in an attempt to unlock his own.
Comedy;dinnerladies - Series 2: 3. Holidays;BBC, iPlayer, TV, dinnerladies, Series 2: 3. Holidays;Bren is very excited about her holiday, but Petula needs money.;https://ichef.bbci.co.uk/images/ic/1200x675/p0b28pps.jpg;30 mins;1797;9 Dec 1999;Bren is very excited about her holiday, but Petula needs money.;Bren is very excited about her holiday, but Petula needs money. Will Bren succumb to the pressure?;No data found
Comedy;People Just Do Nothing - Series 3: 3. Court Case;BBC, iPlayer, TV, People Just Do Nothing, Series 3: 3. Court Case;Grindah finds himself in trouble with the law again and prepares for possible jail time.;https://ichef.bbci.co.uk/images/ic/1200x675/p0453015.jpg;29 mins;1755;31 Aug 2016;Grindah finds himself in trouble with the law again and prepares for possible jail time.;Comedy. Grindah finds himself in trouble with the law again and prepares himself for a possible jail sentence. Steves is left alone at the station.;Grindah finds himself in trouble with the law again and prepares himself for a possible jail sentence. With all the boys showing their support down at Brentford Court, Steves is left alone at the station with a daunting eight-hour set. At Roche's house, Chabuddy's creative side comes out when he is asked to help decorate the new nursery.
Comedy;15 Storeys High - Series 1: 3. Blue Rat;BBC, iPlayer, TV, 15 Storeys High, Series 1: 3. Blue Rat;Errol gets a job working with fish and Vince becomes addicted to a cut price energy drink;https://ichef.bbci.co.uk/images/ic/1200x675/p09tpbfq.jpg;29 mins;1735;10:30pm 21 Nov 2002;Errol gets a job working with fish and Vince becomes addicted to a cut price energy drink;Vince discovers a new cut price energy drink called Blue Rat - all the energy of a rat trapped in a can.  Meanwhile, Errol realises one of his life ambitions of working with fish.;After discovering a new cut price supermarket, Vince becomes rather keen on its own brand energy drink Blue Rat - all the energy of a rat trapped in a can.  Meanwhile Errol realises one of his life ambitions of working with fish.
Comedy;Not Going Out - Series 3: 7. Marriage;BBC, iPlayer, TV, Not Going Out, Series 3: 7. Marriage;Lee is horrified when he hears that Lucy is considering marriage to Pavlov.;https://ichef.bbci.co.uk/images/ic/1200x675/p0909mrq.jpg;28 mins;1677;9:30pm 20 Mar 2009;Lee is horrified when he hears that Lucy is considering marriage to Pavlov.;Lee is horrified when he hears that Lucy is considering marriage to Pavlov, a mechanic from the old Eastern bloc, just so that he can stay in the country.;Lee is horrified when he hears that Lucy is considering marriage to Pavlov, a mechanic from the old Eastern bloc, just so that he can stay in the country. But he is a lone voice in trying to stop it, because one by one, as Lucy's family and friends hear Pavlov's tragic tales of life back home, they are persuaded that he is a perfect match for Lucy.
Comedy;Him & Her - Series 3: 5. The First Date;BBC, iPlayer, TV, Him & Her, Series 3: 5. The First Date;A flashback to a year ago, and Steve is desperate to impress on his first date with Becky.;https://ichef.bbci.co.uk/images/ic/1200x675/p01j08kl.jpg;29 mins;1767;10pm 9 Dec 2012;A flashback to a year ago, and Steve is desperate to impress on his first date with Becky.;A flashback to Steve and Becky's first date, about a year ago. Becky has come round before heading out for a coffee and Steve is desperate to impress her.;No data found
