book_a;book_b;count
0804115761;0316601950;4
0804115761;0316666343;4
0141007338;0380789019;4
0446516538;0679781587;4
0385315309;0671004573;4
0141007338;0449221482;4
0446516538;0446611867;4
0804115761;0446363251;4
055356160X;0553292722;4
0553582755;0451177096;4
038549081X;0971880107;4
0141007338;0345361792;4
038531700X;0385508042;4
0743411250;044023722X;4
067100042X;1558745718;4
0440236053;0425182878;4
055356160X;0446604801;4
0440236053;0440234743;4
0316779237;0316777722;4
0316779237;1400031354;4
0316779237;0679742298;4
0316779423;0316776963;4
0743411250;0385720106;4
0515121495;0425132048;4
0141301155;0316666343;4
0425150143;0440221471;4
0141301155;0312278586;4
0804115613;0446519138;4
0316777730;0671027360;4
0743411250;042518286X;4
0316777730;0452282152;4
0316777730;0446672211;4
0804115613;0440226430;4
0316777730;0670892963;4
067100042X;0743418174;4
0515121495;0312983867;4
0804115613;0446363251;4
0440236053;0446611212;4
0316777730;1573225517;4
0316777730;1400034779;4
038549081X;0441790348;4
0440236053;0446612790;4
038531700X;044023722X;4
0671001132;067169071X;4
0446516538;0380730138;4
1563890119;0345313860;4
038549081X;0446310786;4
0316779490;0385504209;4
0440236053;0345413873;4
0316779490;0452269571;4
0804115613;068484477X;4
0515121495;074343627X;4
0671001132;0671868691;4
0804115613;0684801523;4
0515121495;0446606189;4
0440236053;0312265867;4
0316779423;0446604666;4
0440236053;0312983867;4
0316779423;0385504209;4
0743411250;0380731851;4
0515121495;0425182878;4
0515121495;0446608815;4
0316779423;1400034779;4
0743411250;0060987561;4
0446516538;0070212570;4
0316779490;0142000205;4
055356160X;0446611867;4
0553572040;0553574639;4
0440235162;044021145X;4
0316780812;0446527785;4
0804117683;0743225406;4
0671741195;0440211727;4
0316780812;0316781142;4
0804117683;0316788228;4
0316780812;0385720106;4
0316780812;0316782262;4
055356160X;0671793489;4
0804117683;0446310786;4
0446610100;0380710218;4
0446610100;0446610038;4
0316780812;0743237188;4
055356160X;067976402X;4
0553581554;044023722X;4
0804117683;1400031354;4
0440235162;0316666343;4
0804117683;0312195516;4
0553581554;0440226104;4
0451208765;0446610038;4
0385315309;0385503822;4
0451208765;0446613266;4
0553581554;0446601241;4
0440235162;0743418174;4
0743247612;0446672211;4
1559029838;0440226430;4
067100042X;0671888587;4
0743412028;014100018X;4
067100042X;0312195516;4
0440235162;1400034779;4
067100042X;0312976275;4
067100042X;0312966970;4
0743412028;0316776963;4
1559029838;0440498058;4
0446605409;0446604666;4
0446605409;0440213525;4
0446605409;044021145X;4
1559029838;0449212602;4
0553581554;0553582135;4
014131088X;0679886370;4
0743412028;0060199652;4
014131088X;0679751602;4
0316777722;0385504209;4
0316777722;0385722206;4
140003065X;014028009X;4
0743412028;0446612790;4
1559029838;0375727345;4
0804114609;0440214041;4
0425104346;0425128164;4
0804114609;0375727345;4
0385490445;068484477X;4
0440236169;0553579606;4
1400030382;0385722206;4
0316777722;0316779237;4
0446515078;0439064864;4
1559029838;0385492081;4
140003065X;0060934417;4
0446605409;0380718340;4
0316777722;0316096199;4
0316777722;0312966970;4
0316777722;0312243022;4
0804115613;0312291639;4
0440236061;0385504209;4
0446605409;0380710218;4
0316777722;0385335482;4
1559029838;0671042858;4
0743411269;0553584049;4
0316777722;0140298479;4
0316777722;014028009X;4
0316777730;0060930535;4
1559029838;0671867172;4
067100042X;0671004549;4
0515120898;068484477X;4
0446605409;0345417623;4
0141301155;0375726403;4
0446605409;0345391055;4
0060977337;0316096199;4
0425150143;0312995423;4
0141301155;0440940001;4
0446605409;0425163407;4
014131088X;0064405176;4
014131088X;0440180295;4
0385318782;0345423291;4
0451209907;0439064872;4
0451209907;0440211263;4
014131088X;0553272535;4
0060977337;0385504209;4
014131088X;0375702709;4
0451209907;0385335881;4
014131088X;0439064864;4
0743411323;0345441265;4
0440236061;0553280368;4
0743411323;0316666343;4
014131088X;0394820371;4
0553581554;0553569910;4
080213825X;0452282152;4
0446363251;0060930535;4
0385482388;0060928336;4
0061097314;0060915544;4
014131088X;0385729332;4
0446606383;0312195516;4
1558745718;067100042X;4
1400032717;0971880107;4
080213825X;067976402X;4
0446606383;0316666343;4
0446363251;0345337662;4
0385482388;0312305060;4
006098824X;0316096199;4
042510107X;0425122123;4
0061097314;0316096199;4
0451523377;0446363251;4
1558745718;0679746048;4
0061097314;0312195516;4
0446363251;0312195516;4
0446363251;0312305060;4
0446606383;0380730847;4
0156028778;0452282152;4
0156028778;0671027360;4
0446360589;0440213525;4
0156528207;0446310786;4
0156528207;0316666343;4
0156528207;0060938455;4
042510107X;0345337662;4
080213825X;0385335881;4
042510107X;0425133540;4
080213825X;0312278586;4
1558745718;0553213148;4
0446606383;0380718332;4
080213825X;0312195516;4
0446606324;0446604844;4
042510107X;0440225701;4
0425130711;0425121259;4
0156007754;0375706771;4
0446606324;0446610038;4
0446606324;0446607657;4
0446606324;0446607711;4
0446606324;0446608890;4
0425130711;0425132951;4
0156007754;0452282152;4
042510107X;0440213525;4
0425130711;0425140032;4
0425130711;0345384350;4
0553582127;0446672211;4
1400032717;0156027321;4
0156007479;068484477X;4
0156007479;1400031354;4
0156007754;0312195516;4
0446606324;0440221471;4
0156007754;0345433491;4
0061097853;0061099325;4
0061097853;0061092886;4
0446606324;0446364800;4
0446606324;0440224764;4
0446606324;0440236673;4
0802139256;0316096199;4
0156007754;0316666343;4
0802139256;0312201656;4
0802139256;0061009059;4
0802139256;0060987103;4
1400032717;0385504209;4
1400032717;0385505833;4
0802139256;0375727345;4
0156012197;0380977788;4
0451523377;0441790348;4
0156012197;0345368754;4
0743437802;0671038443;4
0451523377;0316666343;4
0385720920;0805063897;4
0316666009;0446601241;4
0446360589;0425163385;4
0446360589;0425154092;4
0316666009;0446612545;4
0425132951;0345386108;4
0553582127;055356451X;4
0743439740;0385484518;4
0312150601;0446672211;4
0743439740;0380718340;4
0425132951;034538430X;4
0446353957;044651652X;4
0743439740;0425153975;4
0743439740;044021145X;4
0425132951;0425136981;4
0446353957;0142001740;4
0425132951;0425144429;4
0060988649;0312305060;4
0312171838;0312195516;4
0312171838;0316666343;4
0452260116;068484477X;4
0452260116;0804106304;4
0743439740;0446611867;4
0060988649;0312195516;4
0446606383;055357230X;4
0385720955;0679781587;4
0312150601;0140293248;4
0312150601;0345361792;4
0312150601;0345366239;4
0446606383;0553279556;4
0312147015;067976402X;4
0452260116;0060977493;4
006098824X;0971880107;4
0553582127;0553586122;4
0553582127;059035342X;4
0316603570;0446612790;4
0316603570;0553578693;4
0316603570;0345452550;4
0440237262;0446601241;4
0316603570;0316603287;4
0316603570;0316154059;4
0440237262;0446607657;4
0316603570;0312966970;4
0316603570;0385504209;4
0316603570;0385508042;4
0061094129;0440225701;4
0446360589;0312195516;4
0802132952;0345361792;4
0802132952;034536676X;4
0310205719;0316601950;4
0446360589;0425137562;4
0446360589;0399133143;4
0156528207;059035342X;4
0156628708;0375703861;4
0156628708;0439136350;4
0385720955;0446532231;4
0156628708;0142001740;4
0156628708;0312305060;4
0156628708;0439064864;4
0312144075;0375705856;4
0312144075;0375726403;4
0312144075;0380002930;4
0609807900;0446670251;4
0312144075;0385720106;4
0312144075;037541309X;4
0312144075;0142001740;4
0312144075;0316666343;4
0312144075;0345387651;4
0312147015;0060199652;4
0312147015;0060928336;4
006098824X;067976402X;4
0312147015;0061009059;4
0312144075;0316776963;4
0310205719;0842329218;4
0385720955;0452282152;4
0061096113;0440241073;4
0802132952;0140185216;4
031205436X;080411109X;4
0609807900;0312195516;4
0743436210;0812550706;4
0515118230;0515102636;4
0446609943;0316693235;4
0393050939;0060976845;4
0393050939;0312278586;4
0515118230;0515136530;4
0515118230;0515122734;4
0515118230;051511992X;4
0515118230;0446605239;4
1558746226;059035342X;4
0393050939;0316666343;4
0451155750;0451161343;4
0451454243;0380002930;4
0061097861;0380813815;4
0385720467;0385504209;4
1558746226;0446610038;4
0553572040;0385722206;4
0061097861;044023722X;4
0451454243;0312195516;4
0515118230;0440214041;4
0515118230;039914840X;4
0515118230;0399148248;4
0515118230;0380820854;4
0061097861;0804106304;4
0385720467;0375727345;4
0743424425;0670858692;4
0743436210;0060391626;4
0385324057;0440498058;4
0440236738;0440236703;4
0440236738;0440498058;4
0446364800;0446606324;4
0393050939;0439139597;4
0743436210;0316666343;4
1558746226;1558744150;4
1558746226;1558747109;4
1558746226;1558745718;4
0515118656;0515122491;4
0446364800;0446610038;4
0440236738;0312966970;4
0440236738;0312966091;4
0446609943;0446609404;4
0515119644;0446607711;4
0743424425;0140067477;4
0515119644;0446606189;4
0743424425;0451163524;4
0515119644;0440234743;4
0385324057;0312195516;4
0440236738;0316666343;4
0440236738;0345413903;4
0743424425;0451161343;4
0515119644;0440241073;4
0743424425;0451168615;4
0743436210;0446611212;4
0393050939;0439064872;4
0446364800;0385490992;4
0743436210;0446609404;4
0515118656;0312195516;4
0385324057;0670844527;4
1558746226;0671727583;4
0446364800;0345427637;4
0446364800;0345380371;4
0446364800;0440214041;4
0743436210;044651862X;4
0440236738;059035342X;4
0440236738;0671001795;4
0446364800;0440211727;4
0743436210;044021145X;4
0743436210;0440213525;4
0440236738;0553578693;4
0385315309;0373218036;4
0804105820;0380789019;4
0156006529;0446672211;4
0316690619;0425136981;4
0743437640;0553572997;4
0451456521;0385722206;4
0316690619;0375504397;4
015600710X;0316789844;4
0671025333;0515136379;4
0743437640;0515136530;4
0743437640;038531292X;4
0440236991;044651652X;4
0743437640;0842329129;4
0804105820;034538475X;4
015600710X;0316781266;4
0451456521;0451454243;4
0670894184;0316666343;4
1558746226;0140254544;4
0156005891;0446310786;4
0156005891;0452282152;4
0156005891;0316601950;4
0156005891;0316780375;4
0156005891;0316788228;4
0156005891;0452282829;4
0156005891;0385484518;4
0804105820;044022165X;4
0156005891;0375727345;4
0385720467;0743203631;4
0156006529;0312195516;4
0804105820;0440213525;4
0804105820;0440211727;4
0804105820;0440211263;4
0553569155;080410526X;4
0451456521;0345350499;4
1558746226;0316666343;4
0156007479;0440180295;4
0385720920;034541389X;4
0743437802;0446606189;4
0743437802;0446609404;4
0743437802;0446612545;4
0316678104;0316666343;4
015600710X;067976402X;4
0156007479;014028009X;4
1558746161;1558743316;4
1558746161;1558744630;4
0156007479;0375727132;4
0156007479;0375727345;4
140003180X;0345361792;4
140003180X;0142001740;4
140003180X;0140293248;4
0060175966;0684874350;4
140003180X;0060987529;4
0156007479;0312195516;4
0156007479;0316569321;4
0743437802;0440241073;4
0156001314;0140298479;4
0451454243;0451456521;4
0156001314;0679720200;4
0446609617;0446612790;4
0446364495;014028009X;4
0385333412;0446672211;4
0451454243;0670880728;4
0385333412;0804114986;4
0446609617;0446607657;4
0440236819;051513287X;4
0156001314;0441790348;4
0440236819;0842329129;4
0060920084;0060938455;4
0060920084;0060987529;4
0425166619;0425180638;4
0060920084;0060958022;4
0375504613;0385335881;4
0671743058;0385484518;4
0553277472;0399146431;4
0515134384;0515127396;4
0425166619;0425151867;4
0679459626;0316666009;4
0375504613;0375727345;4
0425180964;0440220602;4
067169071X;0375727345;4
0671025333;0446610038;4
0060920084;006000438X;4
0446613843;0316666343;4
0671743058;0385504209;4
0060920084;0060934417;4
0671743058;038550120X;4
0345435028;044023722X;4
0679459626;0316693200;4
042516098X;0553582526;4
0375504613;0385504209;4
0380792745;0060987103;4
0679441018;0679405283;4
0345435028;0060928336;4
067169071X;0446310786;4
0425180964;0425143325;4
0425180964;0425147584;4
0671038443;0345413881;4
0525946829;0312966091;4
0425180964;0425133516;4
0440122090;1558744150;4
0380702843;0345370775;4
0553572326;0515119644;4
0380730847;0553271636;4
0679742298;059035342X;4
0679441018;0679454489;4
0671743058;0385722206;4
0671038443;0345413903;4
0425180964;0439139597;4
0553211404;0446310786;4
0345413873;0743467523;4
0345391802;043935806X;4
0425180964;0425116840;4
0345435028;014029628X;4
0345435028;0312195516;4
0525946829;0316666343;4
0440200989;059035342X;4
0345391802;0345313860;4
0671025333;0451169522;4
0380730847;0446606383;4
0345413873;0553289411;4
0345391802;0140298479;4
042516098X;0553576801;4
0060916508;0679781587;4
0399148639;0553802461;4
0380730847;0446606189;4
0375504613;0439139600;4
0380730847;0446609404;4
002542730X;0743418174;4
0440200989;0671004573;4
0375504613;0439139597;4
0399148639;0553583468;4
0553572326;0553295977;4
0671025333;0449006530;4
0449910237;0316666343;4
0060256656;0679781587;4
0060916508;068484477X;4
0553275976;0060915544;4
0380702843;0375727345;4
0380730847;0449219364;4
0440127793;0316776963;4
0425166619;0425119653;4
0679459618;0679459626;4
0525946829;0345438329;4
0671025333;0446672211;4
0553579606;042513525X;4
0553260111;0671041789;4
0671743058;0425107469;4
0525946829;0375706771;4
0440200989;0671758896;4
0440200989;0671701231;4
0345435028;0743237188;4
0553578693;0316603570;4
0525946829;0375727345;4
0440200989;0671867113;4
0525946829;0375726403;4
0671025333;0440226430;4
0399148027;0070212570;4
0679742298;0671510053;4
0425172546;0060938455;4
0060256656;0060938455;4
0671025333;038531292X;4
034543479X;0385504209;4
0375504613;0060928336;4
0399146008;0316693200;4
0440122090;0684872153;4
0679459626;0684810395;4
0553260111;0440224764;4
0679459626;0679459618;4
0380723638;0425178951;4
0553260111;044021145X;4
0440201926;0385505833;4
0671025333;0425107469;4
0399146008;0316666009;4
006016848X;0380718340;4
0380702843;014029628X;4
0553274503;0553572997;4
0679439382;0671510053;4
0440201926;0440224780;4
0553573136;044022165X;4
0060188731;0374129983;4
0679439382;0743418174;4
0060248025;0786868716;4
034543479X;0345361792;4
0671028375;0553578693;4
0671038443;0312924585;4
034543479X;0345387651;4
0679720200;0156001314;4
0440201926;0440214041;4
0394800168;0877017883;4
0380723638;0380721643;4
0679439382;067976402X;4
067169071X;0451184963;4
0553211404;0399501487;4
0380730847;055357230X;4
0525946829;0060987103;4
0375758992;0767902521;4
0671527215;0345370775;4
0060188731;0312282990;4
0380730847;0553280341;4
0525946829;014028009X;4
0553280945;0312195516;4
0375758992;0767905385;4
0671527215;0385492081;4
0679742298;0446532231;4
0425166619;0440234743;4
067169071X;0671001132;4
0679742298;044023722X;4
0375758992;067976402X;4
0380702843;0316666343;4
0671025333;0425162443;4
0679441018;0312195516;4
0399144463;0316666343;4
006016848X;0375706771;4
0060188731;0316666343;4
0525946233;0743418174;4
0399144463;0316769487;4
0449910237;0671003755;4
0553274503;0679781587;4
0552142379;0552134651;4
0060256656;0345337662;4
0671028375;0609804138;4
002542730X;055321313X;4
0060256656;0345313860;4
042516098X;0671003755;4
034539657X;0345386108;4
034539657X;034538430X;4
034539657X;0345384350;4
0552140295;0552131067;4
034539657X;0345384369;4
0446677450;0440213525;4
0380725827;0440241073;4
0440127793;0452269571;4
0375705198;0805063897;4
0671038443;0446610038;4
0375705198;067976402X;4
0425163385;0380717018;4
0425163385;0380710218;4
0425166619;034540761X;4
0380702843;044021145X;4
0553275976;0312282990;4
042516098X;0553569031;4
0060916508;0316776963;4
0380725827;0425178951;4
0671683993;0553268449;4
0515135062;0312983867;4
0671028375;074343627X;4
0679744398;0060987561;4
0553275976;0156027321;4
0380702843;0439064864;4
0380730847;0425147622;4
0679442790;0375727132;4
0671016652;0515130389;4
0679457526;0553296981;4
0679442790;0375702709;4
0552140287;0552134643;4
0375506039;0385502532;4
0552140287;0552134619;4
0679775439;0385722435;4
0552140287;0552140295;4
0375506039;0385504209;4
0679457526;0440998050;4
0553572326;0553299506;4
0375506039;0375727345;4
0380702843;0446310786;4
0345396936;0345334531;4
0375506039;038079487X;4
0345396936;0345337662;4
0671025333;0671042262;4
0345396936;0345369947;4
0553277472;0374199698;4
0553579606;0440236169;4
0375705198;0060987103;4
055357695X;0385504209;4
0553573136;0345337662;4
0375506039;0312305060;4
0425166619;0345384369;4
0375705198;0446672211;4
0553275976;0316769487;4
006016848X;0440213525;4
0515135062;0373484410;4
0375506039;0060987561;4
0553579606;0440224675;4
0679775439;0375726403;4
0380730847;0385504209;4
0060916508;0060392452;4
0679457526;0446675059;4
0375506039;0316284955;4
0671038443;0446605484;4
0380805995;0446611212;4
0060256672;0060256737;4
0679742298;0804111359;4
0446677450;0316096199;4
0679457526;0679735909;4
0679457526;0767902521;4
002542730X;1573229326;4
0060916508;0446391301;4
0446677450;0316666343;4
0345391810;0345391802;4
0374525641;0316666343;4
0553574574;0385504209;4
0679442790;0312291639;4
0345391810;0345342968;4
0679442790;0060391626;4
0449149676;0515128554;4
0345391810;0316769487;4
0380725827;0380721643;4
0671867172;0425121259;4
0553572326;0553578022;4
0553578693;0312966970;4
0553576801;0440225825;4
0374525641;0375760911;4
002542730X;080411109X;4
0380702843;0385504209;4
0679442405;0804111359;4
0060916508;0449212602;4
044661193X;0312966091;4
044661193X;0312282990;4
042516098X;0553572997;4
0060916508;0375726403;4
0679457526;0679745203;4
044661193X;0312980140;4
0345392825;0399501487;4
0679744398;0060502258;4
0679775439;0553296981;4
0060517794;0316666343;4
0553576801;0440241073;4
0515135062;0060987103;4
0345391810;0451524934;4
0553579606;044021145X;4
0671034022;044023722X;4
0679457526;0679781587;4
0671038443;0440236673;4
0684195984;0345350499;4
002542730X;014028009X;4
0425178765;0553572326;4
0671028375;0425163407;4
0684195984;0380718340;4
0679736042;0446310786;4
0671014919;055356451X;4
0684195976;0684195984;4
0060921145;0060928336;4
0684195984;0142001430;4
0440111811;0440226430;4
0060921145;0060922532;4
0671741187;0375703055;4
0671867156;0679781587;4
0440111811;0380018179;4
034541389X;0060938455;4
0060921145;0312305060;4
0440111811;0440207622;4
0671867156;0671888587;4
0060199652;0743412028;4
0060188731;0671003755;4
0671741187;0061009059;4
0060199652;0684874350;4
0375401598;0375401601;4
0671014919;0671701231;4
0684195984;0440214041;4
0060199652;0743418174;4
0375401598;0345409671;4
0684195984;0399142282;4
0671867156;0671004549;4
0671867156;0671004530;4
0684195984;0399145087;4
0684195984;0399143947;4
0671027387;0671024108;4
0679432477;0064407675;4
0449134482;0380018179;4
0553210793;0451526341;4
0552145424;0552128481;4
0375401598;0345351525;4
0552145424;0552124753;4
0684195984;043935806X;4
0553278223;0441172717;4
0679886370;0394820371;4
0440111811;0515126772;4
0671741187;0671741195;4
0345427637;034538475X;4
0679721886;0312195516;4
039592720X;0553268449;4
0671014919;0671004530;4
0345427637;0446364800;4
0345389417;0440211727;4
0671027387;0449212602;4
0671741187;059035342X;4
0345447867;059035342X;4
0553210793;0590353403;4
0679886370;014131088X;4
0345427637;0440211727;4
0399146008;0399150897;4
0375400117;0679745203;4
0671014919;0671673688;4
0345427637;0060928336;4
0671014919;0671004549;4
0375400117;0743418174;4
0440204194;0440221595;4
0446676098;0440213525;4
0345389417;0064407667;4
0440204194;0451203771;4
0345449347;0345389964;4
0671741187;0525941908;4
0553278223;044021145X;4
0671028375;0440214041;4
0345427637;0345337662;4
0345389417;0345384466;4
0671014919;067976402X;4
0679736042;0671027360;4
0345427637;0345313860;4
0399145087;0375727345;4
0345389417;0316666343;4
0684195976;0399145087;4
0515134384;0060008032;4
0553258001;080411109X;4
0060085452;038550926X;4
0375502238;067976402X;4
0380721643;0425178951;4
039592720X;0671003755;4
0679736042;0060928336;4
0394800168;0440226430;4
0552147680;0552128481;4
0552147680;0552124753;4
0449134482;044021145X;4
0684800713;0060958022;4
0671027573;0373483503;4
034541389X;0380718340;4
0399142282;0385472951;4
0671027573;0312966970;4
0679736042;0140298479;4
0553579983;0440234743;4
0060085452;0385504209;4
0380721643;0425188787;4
0553576798;0425158616;4
0345450892;0375727345;4
0671027573;0312974256;4
0679736042;0060958022;4
0375502238;068484477X;4
0060921145;0385504209;4
0440204208;0440234743;4
0671729462;0440211727;4
0552147680;0552131059;4
1931561648;0385504209;4
0380752859;0345338588;4
0425178951;0425188787;4
0394800168;0439064864;4
0425189864;0425178765;4
0375401601;0375401598;4
0440204208;0446608815;4
034541389X;0385720920;4
0380600129;0375727345;4
0425189864;0425157539;4
0060921145;0449005615;4
0380807343;0312274920;4
0399145087;0380710218;4
0380807343;0060934719;4
0671034057;0671027573;4
0552147680;0552131075;4
0553210793;0439139597;4
0552147680;0552134643;4
0446613266;0312278586;4
0671729462;014028009X;4
0399145087;0380717018;4
0380721643;0380723638;4
0380721643;0380725827;4
0345386132;044022165X;4
0440216745;0316666343;4
0425178951;0380725835;4
0425178951;0380725827;4
0553578022;0440214041;4
0380721643;0553284789;4
0449134482;0316666343;4
0425178951;0380723638;4
0679736042;0385504209;4
0671027387;067976402X;4
0671729462;0671695126;4
0425178951;0380721643;4
1878424114;0842329242;4
1878424114;0842329129;4
0060085452;0385336810;4
0425189864;0446613266;4
0060085452;0385336179;4
0553278223;0345370775;4
0425189864;0446610038;4
0449910571;0449003981;4
0446676098;0385335482;4
0684195984;0684195976;4
0449910571;0446672211;4
0060188731;0684874350;4
0440204208;0385504209;4
0345425707;0385722435;4
0679439382;0385512104;4
0671741187;0671867156;4
0440122090;0385482388;4
0373250126;0767905202;4
0679439382;0385420161;4
0679439382;0385722435;4
0373250126;0805063897;4
0671741195;0671741187;4
0671741195;0671888587;4
0380702843;0060987529;4
0553574671;0553578308;4
0375400117;0316569321;4
0671034022;0671705091;4
0440122090;0375726403;4
0671741195;0671867091;4
0679742298;0316666343;4
0440201926;0671793489;4
0679742298;0316779237;4
0679439382;0375703764;4
0345447840;0385504209;4
0373250126;0743237188;4
0449910571;0345423291;4
0553578022;0345370775;4
0440201926;0671670689;4
0671741195;059035342X;4
0553574574;0440221471;4
0440201926;0671534718;4
0373250126;0679781587;4
0373250126;067976402X;4
0345446860;0446672211;4
0553280945;0345370775;4
0425166619;0451176464;4
0060248025;0590353403;4
0345433491;067976402X;4
0375400117;0060976845;4
0553211404;0345337662;4
0394800168;080410753X;4
0345447840;014029628X;4
0425162788;0425161722;4
0553576801;042516098X;4
0679720200;044021145X;4
0671034022;067101420X;4
1931561648;0515135062;4
039592720X;0452268060;4
0449149676;0061097101;4
0553578022;0312980140;4
0345447840;0743418174;4
0345447840;0786862564;4
0399145087;0316693200;4
0399145087;0316693235;4
0345389417;067102423X;4
0345447840;0786868716;4
0345389417;0804114986;4
0345433491;0156007754;4
0679432477;1400031354;4
0399145672;043935806X;4
0373250126;0060987103;4
0345389417;0743467523;4
0679432477;1400034779;4
0345447867;0425182908;4
0345433491;014028009X;4
0446676098;0446605239;4
0446676098;0446611867;4
0399143947;0684195984;4
0399145672;0385507593;4
0671034022;1551668998;4
0060248025;0060256737;4
0679721037;0671003755;4
0345447867;0312966091;4
0345427637;0451167317;4
0399143947;0684835959;4
0345447867;0312971346;4
0553278223;0449212602;4
0448095017;014028009X;4
0060512822;0440213525;4
0373250126;0316666343;4
0373250118;0385504209;4
0345447840;044023722X;4
0449910571;0375727345;4
0345389964;0345449347;4
0671016652;0312195516;4
0553573136;0446670251;4
0060248025;0439064864;4
0060248025;0439139597;4
0553278746;0380789019;4
0375400117;0375726403;4
0375400117;0375706771;4
0373250118;0385335881;4
0375400117;0399141146;4
0449910571;0375756981;4
0345433491;0316096199;4
0345389964;0345361792;4
0553574574;0440226104;4
0345433491;0385265700;4
0345389964;0156027321;4
0345433491;0375702709;4
0380727501;0767903862;4
0345441036;0385504209;4
0374199698;0374270325;4
0553574574;0440234743;4
0525947647;0446532231;4
0373484429;0515128554;4
0345441036;0375727345;4
0345441036;042513525X;4
0446670111;0060987529;4
0553576801;0553280368;4
0679751602;0312195516;4
0060175400;0375406530;4
0679454470;0553572202;4
0671670689;038531292X;4
0380727501;0767902521;4
0679751602;014131088X;4
0425178765;0385504209;4
0374199698;0375406530;4
0345441036;0316096199;4
0380727501;1573225517;4
0345436911;0385504209;4
006000438X;0679746048;4
0525947647;0446667900;4
0380727501;0971880107;4
006000438X;067976402X;4
0679454470;0679454489;4
0553280414;0316769487;4
0446670111;0142001805;4
042516098X;038550926X;4
0553268449;0440180295;4
0375703063;0375726403;4
0345441036;0451188454;4
0375703063;0375707972;4
0375703063;0375706771;4
0553576801;068484477X;4
0671026011;0440214041;4
0375701907;0312199430;4
042518286X;0446612545;4
0399141146;0375400117;4
0060175400;0385265700;4
0375703063;0425162443;4
037582233X;0380002930;4
0525947647;044021145X;4
0375703063;0385504209;4
0060175400;0375726403;4
0671026011;0440224764;4
0679751602;0312976275;4
0553213105;0553273914;4
037582233X;038542017X;4
0679751602;0316666343;4
0375703063;0312305060;4
0345436911;015100692X;4
0671034006;0971880107;4
0553268449;0446391301;4
0375703063;0316769487;4
0345436911;0312195516;4
0446679364;0385336179;4
0425163385;074343627X;4
0425192725;0767905385;4
0060175400;031242227X;4
0553575538;0553583468;4
0380703882;0316666343;4
0060175400;0312278586;4
0375701907;0440180295;4
0553278592;0373484232;4
0399144463;0877017883;4
0374199698;0151008116;4
0553268449;0385479565;4
0671039725;0451167805;4
0446667900;0671042262;4
0440183057;0312980140;4
042518286X;0743411250;4
006016848X;0842329129;4
0374100128;0060930535;4
006016848X;0842329218;4
0671617028;0316769487;4
0440180295;014029628X;4
0374199698;014028009X;4
0345436911;0452282152;4
0425170349;0061015725;4
0399141146;0316666343;4
0553278592;0399148248;4
0552131067;0552140295;4
0345436911;0399501487;4
0552131067;0552142379;4
042518286X;0671004530;4
0375701907;0385505833;4
0671034006;0786868716;4
0375826688;043935806X;4
0375826688;0439064864;4
0345436911;0446310786;4
0373484895;0515128546;4
0373484895;0515128554;4
0446679364;0385504209;4
0373484895;0515132020;4
0449003981;0060958022;4
0373484895;051513287X;4
0553278592;0399147128;4
0553268449;039592720X;4
0380728133;0060938455;4
0380728133;0060987103;4
0440213029;0440221595;4
0380702843;0804111359;4
0060175400;044022103X;4
0671034006;0312195516;4
0375703764;0440236703;4
0060008032;0553280368;4
0449003981;0345423291;4
037582233X;0064400557;4
0440176484;0671001795;4
0440176484;059035342X;4
0375703764;0060976845;4
0060175400;0440219078;4
0440176484;0515126772;4
0515135739;0515125628;4
0515135739;051513287X;4
0425178765;0425189864;4
0375703764;0375726403;4
0446679364;0312983824;4
0380804557;0375702709;4
0375701214;0446672211;4
0446679364;0312291639;4
0449003981;0375412530;4
0671016768;0446611212;4
0380804557;0441003257;4
0552134627;0552134651;4
0552134627;0552134643;4
0345404475;0156027321;4
0553278592;0515122734;4
0679454489;0679441018;4
0375701214;0446605239;4
0345435796;0553280341;4
0375703764;0679781587;4
067976397X;0446672211;4
0375703764;0679439382;4
0553280414;059035342X;4
067976397X;0060976845;4
0446679364;0312195516;4
0525947647;0142001740;4
0375703764;0590353403;4
0345404475;0441569595;4
0446679364;0312278586;4
0553280414;0679781587;4
0060256737;0060248025;4
0060256737;0060256672;4
0446679364;0156027321;4
037582233X;006092988X;4
0553213105;0671001795;4
0399145923;0515128554;4
0399144463;0553296981;4
0399145923;0515127833;4
042518286X;0440226430;4
0345404769;0446607657;4
0345441036;0671042858;4
0399144463;0553294903;4
0399145923;0515131229;4
0449003981;0312195516;4
0553576801;0553271636;4
0671026011;0449003795;4
0425163385;0671867172;4
0345441036;0786868716;4
0345436911;0060934417;4
0345441036;074343627X;4
0671759345;0316666343;4
0440176484;0671534718;4
0553213105;059035342X;4
0679454489;0345337662;4
055357258X;0553574639;4
0446679364;0316666343;4
006000438X;0553289691;4
0671759345;0345337662;4
0446679364;0316693200;4
0380804557;0312924585;4
0446670111;0345361792;4
0440212359;0440213525;4
0060008032;0515134384;4
0060914653;044021145X;4
0515135739;0821769367;4
0446670111;0345337662;4
0440176484;0671695126;4
0553280414;0399501487;4
0440176484;0671695169;4
0399145923;0515136530;4
0399145923;0515136379;4
0446667900;0671027360;4
0425170349;044021145X;4
0553212583;0446310786;4
0671034006;0440213525;4
0425170349;0440214041;4
0553576089;0449221504;4
0671034006;0440241073;4
0671789422;0380730138;4
0374129983;0060188731;4
0374129983;0060915544;4
0671034006;0440226430;4
0374121230;0679781587;4
067164257X;044651652X;4
